run_idx,seed,best_MRT1,best_MRT2,best_Pe1,best_Pe2,best_fr1,best_fr2,J_m,R2
80,180,11.52468486360138,50.19647367526175,14.934821398735416,2.0047433711354685,0.2782590335821825,0.6675057848985757,0.0326475978336184,0.9986179970102717
81,181,11.703818185255113,51.99100257504817,13.738252406907527,2.213759547294064,0.3049162000253105,0.6354576477417377,0.0335758284811426,0.9983683850293116
82,182,11.647486139914022,48.84290610591309,13.777165828308004,2.566636124081043,0.3193670276176586,0.6093787626948366,0.0329057000147894,0.998605710996151
83,183,11.589909650113452,50.19517945782463,14.055661962804558,2.3579153760722,0.30712863243619,0.6326007691730828,0.0324481128387902,0.9986106529531402
84,184,11.512729739046735,48.39042376562503,15.200399128903932,2.0686624251361323,0.2683024116835636,0.6704036038192486,0.0313864128096458,0.9987526483788514
85,185,11.672561410877048,50.3402457182426,14.031582945742617,2.191407626832252,0.2987959660021463,0.6381670774342011,0.0318751037281187,0.9986649264995727
86,186,11.605835010046787,48.28036944966598,14.39761437274383,2.3301645640933053,0.2963993414205079,0.6352939330427468,0.0324795817902159,0.9986831935949516
87,187,11.762297400345766,50.67184493292964,14.077564599563535,2.066589228623521,0.2922483959948143,0.6375057215127524,0.0342098932502631,0.9984434864317203
88,188,11.473395931445086,49.103228036287206,14.9217506652492,2.172518862185086,0.2801680581247501,0.653108324084918,0.0314855549955464,0.9987057641461106
89,189,11.465096252911296,50.026406907603146,15.746960217859025,1.89832301415272,0.2586959380026426,0.6866093201007337,0.0313515486553272,0.9987303033547174
90,190,11.61769485894514,48.779470807914464,14.734374178192468,2.074985748489002,0.2723291580731957,0.651191662376403,0.0334994038002813,0.9984239329925424
91,191,11.648237591118228,49.47324774098242,13.784051985694102,2.3289549825673674,0.3063339171460714,0.6165557716010598,0.0329747977881531,0.9985589845009091
92,192,11.69467926936418,49.08132911360967,13.69071174525828,2.3982401147025847,0.3081097384253657,0.6097897381955013,0.0333836034438199,0.9984860337734053
93,193,11.511212151290252,47.11220211349615,15.139553603020172,2.1276335358405944,0.2678421710416531,0.6555957376017092,0.0318777403468244,0.9987492820204987
94,194,11.827807983447464,51.53443833198902,13.404656656234652,2.327688127794296,0.3222877290395357,0.615381421475832,0.0335624993418183,0.9985055687690138
95,195,11.369086004845911,48.41450802782908,17.30923428441283,1.828221280811949,0.2306497165798497,0.7176753970253047,0.0326954611541458,0.9985844025815881
96,196,11.869097009876176,52.06411098543239,13.291890256389348,2.5311622708910484,0.3394368278212434,0.6030972405838355,0.0347782102220429,0.9984063515798197
97,197,11.490801346238278,49.393359183534,15.310948804956077,1.971367719425136,0.2613246385077086,0.6834755027938458,0.0312472462271983,0.9987098794187573
98,198,11.602493504545135,47.53662577861927,13.67811084292762,2.510257623937345,0.3095647864965103,0.6155032164591955,0.0341191876676527,0.9984942883794158
99,199,11.602977910801435,49.20605657379904,14.780032071032672,2.17292706518106,0.2848328354492406,0.6443890335528738,0.0321208079479548,0.9986211005380285
100,200,11.384852453666513,46.69606789516952,16.058995657769955,1.9587322805028045,0.2418842789492649,0.6934140191960231,0.0324249835015166,0.9986523967496136
101,201,11.574820205492625,47.84457780998663,14.422365489719418,2.315267748347185,0.2920849215885818,0.6278462476106761,0.0321058556947478,0.9987120196548387
102,202,11.457602552332752,48.73438074667661,15.836106464022624,2.0190992599774766,0.2663610109431604,0.6714105300954304,0.0325540342326611,0.9986632808560039
103,203,11.578259282704078,48.92108436731343,13.99691758890378,2.586034228589305,0.3166440480304805,0.6171963671078359,0.0337623983566993,0.998532182436334
104,204,11.689577534293964,50.860360353857374,13.88629701138137,2.275985426155156,0.3055897566493046,0.6290944928191203,0.0323868286367292,0.9985416181805532
105,205,11.574258977197076,47.87180066100268,14.841162757675676,2.3081242138777824,0.2872657414388848,0.6296521224666356,0.0332467431915938,0.9985323661151552
106,206,11.55702826358127,49.20480173936498,14.454348038799,2.19854827992728,0.2913506396604879,0.6407468219488595,0.0318986932014018,0.9986965275917178
107,207,11.46573313009316,50.28503447043113,15.16524633940611,2.0435772894190336,0.2779526614629855,0.6685711222768895,0.0322061979427852,0.998657852945709
108,208,11.599729193337012,50.30224380529974,13.854734540297963,2.457972193966036,0.3150352239493472,0.6222080968998319,0.0334305338917862,0.9985014847839853
109,209,11.395894128884231,45.152393900328896,15.07734419036348,2.327075461212903,0.2689276826276623,0.6522648658482622,0.0338622749807368,0.9986360655886326
110,210,11.360139377303952,47.23262018935602,16.718016254018423,1.8469318896377367,0.2340082940558002,0.7034585707754619,0.0333921422488699,0.9985401180592596
111,211,11.506461506671451,50.161368307218886,15.621841079083865,1.946170144858204,0.2599613106451069,0.6898045088761785,0.0323630448752507,0.9985758534984029
112,212,11.465123061301078,50.54765548973705,15.290497357483874,2.095690746028332,0.2831511771567895,0.6615230873272016,0.0329811000407909,0.9985884445444496
113,213,11.707087592630344,50.70335486385024,13.881964575084352,2.212006411444857,0.3027529845641001,0.6318485334624014,0.0321736043485324,0.9986066468057543
114,214,11.4924318609469,49.49632804256025,14.687242573605442,2.298473239860133,0.2969238561972543,0.6380044330393839,0.0326262310447341,0.9986213410432583
115,215,11.666430125435705,50.29216473349872,13.889499633240202,2.4648131595897667,0.3218883569997504,0.6197827853818194,0.0343120432246099,0.9984767345479878
116,216,11.851475923367024,51.2109203935437,12.965701489136848,2.5042867985755137,0.3293513045818473,0.6103486711835073,0.0348212693076871,0.9982496149354833
117,217,11.723754411680968,51.96341464686039,13.360969381227935,2.215467177119713,0.3152576880551038,0.6215669582691253,0.034465732640875,0.9983506779914627
118,218,11.751611511080228,50.40504771208274,13.30734482223611,2.4168561602677663,0.3239442373722323,0.6062560669955921,0.0337271240651029,0.998474761524
119,219,11.780236871605004,50.342574577916096,13.599407476869938,2.5151402672732743,0.3244965500985288,0.6097738696171959,0.033272389912397,0.9985151302992261
120,220,11.428605409858935,45.16566564024605,15.650329535735406,2.301092409263933,0.2680297952631362,0.6451187657278054,0.0337823979067649,0.9986779670435632
121,221,11.643732182957605,48.06492722338074,14.376257752670863,2.283174308885158,0.2933322284554459,0.6333705925979063,0.0328814711090454,0.9986609839322015
122,222,11.62090598885527,51.52809789175862,13.974327826466592,2.2128592106101905,0.3024085537713237,0.6452867854028786,0.032598984956013,0.9985677595466784
123,223,11.67645405978503,48.43233985629725,13.656599902857264,2.4202548421620627,0.3095623333450907,0.6166948000857778,0.0330161283801095,0.9986035534876558
124,224,11.545435247257736,51.274074512383294,15.331898285803804,2.0490360252373208,0.2799602845194771,0.6670377135638845,0.0334156720169453,0.9984817844307063
125,225,11.4065974974579,48.17994435921673,15.39301926722872,2.0385531996932613,0.2602073463056054,0.6728976107703663,0.0315987900505978,0.9987017362138604
126,226,11.503629338324306,48.59992680119912,14.626917509901492,2.379613348729848,0.2960614782760832,0.6360644077896824,0.0322021986764712,0.9986739890587766
127,227,11.591293900537234,49.148201148188576,14.10935053697474,2.3389602380821586,0.3001779589629811,0.6251613668903244,0.032092592567609,0.9986302361997417
128,228,11.721450715682998,50.5119051587389,13.5413266915171,2.363984210098529,0.312080211193574,0.6298232795056196,0.0331837539374697,0.9984909906359257
129,229,11.373686228102994,47.10969961500626,17.06762364629536,1.935320022279111,0.2400998323091129,0.6935364217632357,0.0323582901607641,0.9986872153229289
130,230,11.499167605721311,49.34127154840108,14.570074022582109,2.062122998579987,0.2769865801054841,0.6665023487620312,0.0324880272515432,0.9985842969679869
131,231,11.540438295511734,49.6154419453339,15.39751740079886,1.9149614576120089,0.2572284625705575,0.6776745564229174,0.0324763695230881,0.9985280821937356
132,232,11.558903399845152,49.55111707651525,15.28416098907869,1.9276766780260992,0.2560384552915593,0.6853262945968107,0.0328989502879357,0.9984340589142975
133,233,11.64942470971936,49.77403556574228,14.196358813023338,2.368344158501824,0.3034329881490752,0.625790620194999,0.0328517357148916,0.9984904053947753
134,234,11.524872895542352,48.68507558537735,14.12213849137278,2.282624934262006,0.2892121279402412,0.6502099890838955,0.0333187593712142,0.9985051067303461
135,235,11.531997672574295,47.3985981793717,14.132946474483797,2.446523782190347,0.2989499111301055,0.6272277924818629,0.0328720227613441,0.998630866368614
136,236,11.420282036736054,47.70459710196802,15.122859363010082,2.163516885504368,0.2732753993419471,0.6623779355198403,0.0321271263998697,0.9986953345403004
137,237,11.584347195036948,50.73148899761252,13.911661045860374,2.324969654522196,0.3079310145532624,0.636883608113195,0.033243828917159,0.9985177420408856
138,238,11.544739132401084,51.22366977995564,15.15118248488993,1.937919656273234,0.2726225284400208,0.6703830849069641,0.0319169413187782,0.9986571526014836
139,239,11.752654961216138,50.712271397003136,13.25923978148368,2.420630901502946,0.3218120359601514,0.6122835367614512,0.033103753142253,0.9984778449117654
140,240,11.730359151972705,49.69198884311314,13.36417669210877,2.629427983842444,0.3299883800089054,0.5981001752407547,0.0333029522851609,0.9985111172456383
141,241,11.541514912098275,50.75976416764627,14.72865425270003,2.140710170661304,0.2920422852108481,0.6407580484770136,0.0331454865182238,0.9985621351333797
142,242,11.694574654640466,51.61033296614822,13.482374864940752,2.362320112840795,0.3207768847933397,0.6095382196717566,0.034580580346844,0.998341049896552
143,243,11.603191615154904,50.109814246857255,14.363787779812265,2.1703053303893824,0.2926588774213265,0.6377117301903394,0.0319786063697705,0.9986509704892751
144,244,11.799252638050143,50.13078401728181,13.149272724981827,2.458522604541148,0.3225623535767987,0.610559655204628,0.0334997690193966,0.9984507222503181
145,245,11.692948654613566,49.67778401678113,14.213896067178396,2.41210273936705,0.3130230777322972,0.6097877633360067,0.0338107989473016,0.9985046573544066
146,246,11.49187422917424,48.1557778277314,14.863962058446669,2.3891860407149927,0.2933864465381101,0.6399572656234721,0.0328101295609658,0.9986405108503993
147,247,11.593977817630844,50.50396204954605,14.13371110753092,2.334978964504799,0.3030581082056479,0.635852378122785,0.033000738061928,0.998512845214741
148,248,11.682464279601898,49.84451932639379,14.050529399888006,2.2614282853634684,0.3002329297431136,0.631369462035417,0.0320019808096358,0.9986274796151552
149,249,11.423215366890709,47.51153620003559,15.315991852567532,2.168851986972271,0.264919783032838,0.6678324049763689,0.0322869014612676,0.9986321001467192
150,250,11.611931872088483,50.8243369829094,13.916384383200905,2.288803848682619,0.3033367073279893,0.6322164807358962,0.0331140203427093,0.9984663594637012
151,251,11.43034339236806,50.27441587913031,16.214103754036344,1.8643956879436845,0.2492298223412433,0.7014446917071865,0.0321927506313825,0.9986144110920135
152,252,11.688068770256804,47.90239571183152,13.87181565335841,2.742835143623761,0.3190982609950382,0.5927060808367338,0.0351718466582699,0.9982844727298776
153,253,11.725458647703944,49.14845790656972,13.53400486939644,2.332794046606168,0.3049252946769507,0.6185998223376704,0.0332793907419537,0.998476917713841
154,254,11.576864465291235,48.47296579572408,14.352194044902443,2.143006956834409,0.2824359852596231,0.6489328493123733,0.0321190900927591,0.9986724307271633
155,255,11.53186486398097,48.82048344255699,14.401708907386467,2.3653166060192703,0.3011918946744394,0.6154437551935673,0.0341407569578615,0.9985068952384332
156,256,11.497847209765755,48.553364031081706,14.676750029932432,2.1658105397737906,0.2799708556544435,0.6577229081575164,0.0315765520053852,0.9987174575553125
157,257,11.657164396519056,50.53355311897877,13.985322718116414,2.136037729906686,0.2913317905396319,0.6500273671285297,0.0321352612071132,0.9985697098864721
158,258,11.47947637335027,49.96271089153484,14.668962519841934,2.121563114482935,0.2817059665984305,0.6546404033165368,0.0321789865444422,0.9986143325974504
159,259,11.501068417273384,47.01897982654707,15.221993075288792,2.173112694196384,0.2681325841846286,0.6678111076978397,0.0330866120884269,0.9986415258417781
160,260,11.693546873232927,49.79731154227329,14.222676412936256,2.2480086249034628,0.3027518854072033,0.6173819800390029,0.034342818952361,0.9984900177699898
161,261,11.619692138375497,48.57991270685597,14.34441945866089,2.426586924304196,0.3028468849278425,0.6257046727716162,0.032453820483861,0.9986289245437076
162,262,11.529927721638463,48.04075871804797,15.102666342340552,2.2074444257336694,0.2808022184410464,0.6504134002398214,0.032106615967891,0.998709474433378
163,263,11.511412614000523,48.32061244770169,14.662020714803976,2.240043528767888,0.2833120552074905,0.6505325895101612,0.0314602593642269,0.9987269175392095
164,264,11.54636154877162,47.65047975211513,14.997830603285037,2.0955076659877605,0.2684409314697563,0.6631169552407972,0.0318434524270109,0.9987244915292556
165,265,11.718190677401584,50.32232192620992,13.92574013726058,2.641995685790953,0.330423992058862,0.5951130901761869,0.0344940457696508,0.998410124067182
166,266,11.626700715157025,49.726140508881365,14.189890347345536,2.434864464506884,0.3068448866539858,0.6241054367988659,0.0331372688045703,0.9984844307105631
167,267,11.6218571267299,48.65277295542654,14.264051767631228,2.4007332923430447,0.3040750200341974,0.624350184012944,0.0321863490648504,0.9986848143958404
168,268,11.490357439214367,46.55057550105103,14.504147311966005,2.481753387042368,0.2960094817772288,0.6211907948059734,0.0331415683019961,0.9986745786249422
169,269,11.575720469945669,49.37960059033283,13.958278368730268,2.2858593338578324,0.2989672567562469,0.6309824237811443,0.0324222503148299,0.9985822366448704
170,270,11.735582268290742,49.49113586977238,13.34359358443687,2.464457778916749,0.3171253512810245,0.6077448092618098,0.0331574532173381,0.9984784110646312
171,271,11.556790750750782,49.87434189174572,15.47306033298304,1.9148089113757365,0.2569661440908485,0.6803379134409305,0.0330360708455158,0.9984224032231637
172,272,11.806562314621974,52.655962426673824,13.44320365264571,2.3794467927635523,0.3301135029687365,0.6143972261921513,0.0340573697722686,0.9984574243501454
173,273,11.492229120861593,50.34866796700528,14.594336446231123,2.1481134313375527,0.2875115811038222,0.666340481968795,0.0334043235745603,0.9985556618722646
174,274,11.621134133289932,52.59958338756541,13.82268114694962,2.074539358302591,0.2969933752490777,0.6659435283266649,0.0346574733953779,0.9983765053444303
175,275,11.738842536619249,50.17015194010951,13.455300821573005,2.39367410270042,0.3191548967931716,0.618101752507699,0.0333197183189168,0.9985423606594277
176,276,11.565292913998237,48.062047813341096,14.896947684876473,2.1788321582861947,0.2736807148239381,0.6575122306886518,0.032805136769204,0.9985124687616578
177,277,11.641991180598382,50.22188028594357,14.327802697817296,1.9917927818961367,0.2808044400257717,0.6611971298196786,0.0327758121323755,0.9985969256593811
178,278,11.54978571731139,48.53384472366953,14.115726273531765,2.491394354121322,0.3068515597925075,0.6179047578199629,0.0326990988892858,0.998605785505167
179,279,11.414251915177452,46.53476302791111,15.241924753492691,2.3216965376610688,0.2763189574169578,0.6445492139093533,0.0322155680050059,0.9987317124705997
180,280,11.664229523817262,48.66116466183159,14.089940227880984,2.6222163292934724,0.321097152053469,0.5973979243512684,0.0336151851057728,0.9985548142493184
181,281,11.732107195550618,50.20030353246739,13.840904002438638,2.254177723396801,0.3036905254311358,0.6337123250097859,0.0325892750716307,0.9985842752167969
182,282,11.643046903351191,49.13451053522143,13.70010860800015,2.741305123417142,0.3287277245671281,0.5910322243333216,0.0348090539198537,0.9983889013889672
183,283,11.48540225015039,48.08698402354428,14.353980788503304,2.600953199258651,0.3118442441031233,0.6162809942774065,0.0346685248678082,0.9984571576048081
184,284,11.623108886679011,49.2089357661615,14.40002035220292,2.150516371519469,0.2886163541507046,0.6505923385918135,0.0325553819249225,0.9986650110011417
185,285,11.366424241219732,49.13588412158181,16.545336152300457,1.8316100286445585,0.2403381840432771,0.7044876820598083,0.0319852514932862,0.9986625688472915
186,286,11.342812333581172,48.394151675811926,15.873285747165198,2.0588144706695743,0.2597716121506939,0.670719934811889,0.0326256929025973,0.9986363423637767
187,287,11.61766194870382,51.15839726151733,14.019487772966276,2.413739962706849,0.3166770863435892,0.6144628451478952,0.0343331581055162,0.9984109667490312
188,288,11.681764728694285,48.70023816165877,13.750308248708397,2.248728681925666,0.292082064367658,0.6296224825732838,0.0340362172577682,0.9983565302467935
189,289,11.581919005743089,47.83024152871563,15.04696069346816,2.106217041756434,0.272193571516831,0.64951392609226,0.0327069136165426,0.9986508812204048
190,290,11.46433244096291,47.20748245717114,14.684788846356284,2.536516195147496,0.2966711460958763,0.6247904723644295,0.0334938843794453,0.9985850113508273
191,291,11.70524107689592,50.51900225070245,13.757834879126415,2.159848031810654,0.2940614325523631,0.6492593158512503,0.033193220653608,0.998445495520959
192,292,11.703562838306912,50.02560840143691,13.484312383365868,2.579430759654436,0.3258579459097738,0.608494236023077,0.0333187210167358,0.9985093908076785
